Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,txn_velocity,engagement_decay,credit_utilisation,product_density,avg_transaction_value,contact_intensity,split
59,0,1,3,2,4,0,53,4,3,3,2716.0,1740,976.0,0.65,4208,69,0.568,0.641,0,1.3018867924528301,0.05660377358490566,0.6406480117820325,0.07547169811320754,60.98550724637681,0.05660377358490566,train
61,0,0,5,2,1,0,55,6,1,2,2214.0,2123,91.0,0.64,4478,77,0.791,0.959,0,1.4,0.01818181818181818,0.9588979223125564,0.10909090909090909,58.15584415584416,0.03636363636363636,train
47,1,3,3,2,3,0,42,4,1,0,24480.0,1923,22557.0,0.505,1416,32,0.778,0.079,0,0.7619047619047619,0.023809523809523808,0.07855392156862745,0.09523809523809523,44.25,0.0,train
55,1,3,5,2,1,0,36,1,3,3,10949.0,829,10120.0,0.749,7685,91,0.596,0.076,0,2.5277777777777777,0.08333333333333333,0.0757146771394648,0.027777777777777776,84.45054945054945,0.08333333333333333,train
54,0,3,2,1,5,0,49,5,1,2,11905.0,0,11905.0,0.881,4022,65,1.167,0.0,0,1.3265306122448979,0.02040816326530612,0.0,0.10204081632653061,61.87692307692308,0.04081632653061224,train
53,1,2,2,1,1,0,36,2,3,4,5735.0,0,5735.0,1.009,9088,64,0.684,0.0,1,1.7777777777777777,0.08333333333333333,0.0,0.05555555555555555,142.0,0.1111111111111111,train
60,0,0,0,1,4,0,49,5,3,3,1634.0,1155,479.0,0.874,4522,83,0.766,0.707,0,1.6938775510204083,0.061224489795918366,0.7068543451652387,0.10204081632653061,54.48192771084337,0.061224489795918366,train
53,1,2,2,2,0,0,36,3,2,2,18551.0,1434,17117.0,1.149,5364,90,0.765,0.077,0,2.5,0.05555555555555555,0.07730041507196378,0.08333333333333333,59.6,0.05555555555555555,train
60,0,0,0,0,4,0,50,5,3,2,3426.0,1650,1776.0,0.622,4467,69,1.029,0.482,0,1.38,0.06,0.4816112084063047,0.1,64.73913043478261,0.04,train
44,0,2,3,1,4,0,36,2,1,0,6633.0,1322,5311.0,0.698,8396,106,0.738,0.199,0,2.9444444444444446,0.027777777777777776,0.1993064978139605,0.05555555555555555,79.20754716981132,0.0,train
43,1,2,5,2,2,3,37,4,3,3,27781.0,0,27781.0,1.0,3184,61,0.743,0.0,0,1.6486486486486487,0.08108108108108109,0.0,0.10810810810810811,52.19672131147541,0.08108108108108109,train
41,1,4,2,3,2,0,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217,1,0.7222222222222222,0.08333333333333333,0.216922756031426,0.05555555555555555,68.6923076923077,0.1388888888888889,train
37,1,0,1,1,0,0,22,3,3,4,8654.0,0,8654.0,0.446,850,18,0.385,0.0,1,0.8181818181818182,0.13636363636363635,0.0,0.13636363636363635,47.22222222222222,0.18181818181818182,train
31,0,0,4,0,4,0,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0,1,0.9444444444444444,0.08333333333333333,0.0,0.16666666666666666,81.55882352941177,0.08333333333333333,train
45,1,4,6,1,1,0,36,3,2,1,4721.0,1289,3432.0,0.656,3856,74,0.762,0.273,0,2.0555555555555554,0.05555555555555555,0.27303537386147003,0.08333333333333333,52.108108108108105,0.027777777777777776,train
49,0,2,6,2,4,0,44,5,2,3,9797.0,998,8799.0,0.886,15013,116,0.841,0.102,0,2.6363636363636362,0.045454545454545456,0.10186791875063796,0.11363636363636363,129.42241379310346,0.06818181818181818,train
27,0,0,2,1,4,0,36,3,2,2,1674.0,752,922.0,0.963,4513,57,0.966,0.449,0,1.5833333333333333,0.05555555555555555,0.44922341696535245,0.08333333333333333,79.17543859649123,0.05555555555555555,train
39,1,4,2,1,3,0,31,1,3,3,3929.0,542,3387.0,0.811,7773,64,0.73,0.138,1,2.064516129032258,0.0967741935483871,0.13794858742682617,0.03225806451612903,121.453125,0.0967741935483871,train
39,1,1,6,2,3,0,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,0,1.1944444444444444,0.08333333333333333,0.03502879078694818,0.1388888888888889,40.76744186046512,0.08333333333333333,train
49,1,1,6,1,4,0,35,5,2,2,1438.3,0,1438.3,0.681,4109,71,0.919,0.0,0,2.0285714285714285,0.05714285714285714,0.0,0.14285714285714285,57.87323943661972,0.05714285714285714,train
44,0,1,6,2,5,0,36,3,3,3,3517.0,0,3517.0,0.634,2403,48,0.548,0.0,1,1.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,50.0625,0.08333333333333333,train
49,0,3,4,1,4,0,35,3,3,2,1914.0,0,1914.0,0.677,2687,41,0.414,0.0,1,1.1714285714285715,0.08571428571428572,0.0,0.08571428571428572,65.53658536585365,0.05714285714285714,train
52,0,0,0,1,1,0,45,4,2,1,4597.0,1905,2692.0,0.906,4932,67,0.914,0.414,0,1.488888888888889,0.044444444444444446,0.4144006961061562,0.08888888888888889,73.61194029850746,0.022222222222222223,train
46,0,4,5,1,4,0,36,3,3,3,1438.3,0,1438.3,0.346,1517,38,0.407,0.0,1,1.0555555555555556,0.08333333333333333,0.0,0.08333333333333333,39.921052631578945,0.08333333333333333,train
42,1,2,6,2,0,1,37,5,2,2,34516.0,1230,33286.0,0.72,3260,63,1.1,0.036,0,1.7027027027027026,0.05405405405405406,0.03563564723606443,0.13513513513513514,51.74603174603175,0.05405405405405406,train
46,1,4,2,2,3,3,40,5,1,4,34516.0,0,34516.0,0.938,3568,57,0.676,0.0,0,1.425,0.025,0.0,0.125,62.59649122807018,0.1,train
45,0,3,3,3,4,0,33,5,1,1,6225.0,1596,4629.0,0.826,4129,71,0.651,0.256,0,2.1515151515151514,0.030303030303030304,0.2563855421686747,0.15151515151515152,58.15492957746479,0.030303030303030304,train
41,0,3,6,2,4,0,29,4,2,3,1966.0,1452,514.0,0.621,4666,74,0.682,0.739,0,2.5517241379310347,0.06896551724137931,0.7385554425228891,0.13793103448275862,63.054054054054056,0.10344827586206896,train
62,0,1,5,3,4,3,36,6,1,3,12590.0,931,11659.0,1.068,4182,78,0.696,0.074,0,2.1666666666666665,0.027777777777777776,0.07394757744241462,0.16666666666666666,53.61538461538461,0.08333333333333333,train
50,0,1,3,2,4,0,36,6,3,3,1560.0,995,565.0,0.615,1936,58,0.657,0.638,0,1.6111111111111112,0.08333333333333333,0.6378205128205128,0.16666666666666666,33.37931034482759,0.08333333333333333,train
46,0,4,6,2,4,0,26,6,1,3,1859.0,1379,480.0,0.836,4260,72,0.714,0.742,0,2.769230769230769,0.038461538461538464,0.741796664873588,0.23076923076923078,59.166666666666664,0.11538461538461539,train
49,1,3,4,2,3,0,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,0,1.0,0.030303030303030304,0.07359031538706594,0.09090909090909091,32.93939393939394,0.0,train
45,1,4,2,2,4,0,36,5,2,3,1438.3,1060,378.3,0.301,1253,29,0.318,0.737,1,0.8055555555555556,0.05555555555555555,0.736981158311896,0.1388888888888889,43.206896551724135,0.08333333333333333,train
40,1,3,2,2,0,0,27,4,2,3,17018.0,0,17018.0,0.69,1550,47,0.621,0.0,0,1.7407407407407407,0.07407407407407407,0.0,0.14814814814814814,32.97872340425532,0.1111111111111111,train
42,0,4,0,1,1,0,37,3,3,1,4139.0,0,4139.0,0.547,2232,41,0.464,0.0,1,1.1081081081081081,0.08108108108108109,0.0,0.08108108108108109,54.4390243902439,0.02702702702702703,train
55,1,1,2,2,0,0,42,4,2,3,34516.0,1478,33038.0,0.967,1308,41,0.414,0.043,0,0.9761904761904762,0.047619047619047616,0.04282072082512458,0.09523809523809523,31.902439024390244,0.07142857142857142,train
50,1,3,6,1,2,0,36,4,3,2,3276.0,2353,923.0,0.725,4488,92,0.736,0.718,0,2.5555555555555554,0.08333333333333333,0.7182539682539683,0.1111111111111111,48.78260869565217,0.05555555555555555,train
50,0,2,6,1,4,0,43,3,3,2,1438.3,910,528.3,0.66,2370,44,0.467,0.633,1,1.0232558139534884,0.06976744186046512,0.6326913717583258,0.06976744186046512,53.86363636363637,0.046511627906976744,train
32,1,1,3,2,4,0,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0,0,2.739130434782609,0.08695652173913043,0.0,0.13043478260869565,38.714285714285715,0.13043478260869565,train
35,0,1,0,3,5,0,29,4,3,3,1438.3,966,472.3,0.871,5249,81,0.761,0.672,0,2.793103448275862,0.10344827586206896,0.6716262254049921,0.13793103448275862,64.80246913580247,0.10344827586206896,train
42,1,5,6,1,2,0,22,6,2,4,5096.0,0,5096.0,0.808,2574,43,0.483,0.0,1,1.9545454545454546,0.09090909090909091,0.0,0.2727272727272727,59.86046511627907,0.18181818181818182,train
61,1,1,5,2,2,0,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517,0,0.6956521739130435,0.06521739130434782,0.5170377101317583,0.10869565217391304,37.46875,0.043478260869565216,train
38,1,3,2,1,4,3,27,3,2,3,10343.0,2070,8273.0,0.747,14805,115,0.769,0.2,0,4.2592592592592595,0.07407407407407407,0.20013535724644688,0.1111111111111111,128.7391304347826,0.1111111111111111,train
57,0,3,6,2,4,0,49,1,3,5,1551.0,790,761.0,0.811,2379,46,0.769,0.509,1,0.9387755102040817,0.061224489795918366,0.5093488072211476,0.02040816326530612,51.71739130434783,0.10204081632653061,train
48,1,1,3,2,2,0,40,6,2,2,2319.0,1630,689.0,0.846,3739,68,0.659,0.703,0,1.7,0.05,0.7028891763691246,0.15,54.98529411764706,0.05,train
43,1,2,6,2,2,0,36,3,1,2,6039.0,1759,4280.0,0.479,4538,86,0.654,0.291,0,2.388888888888889,0.027777777777777776,0.29127338963404537,0.08333333333333333,52.76744186046512,0.05555555555555555,train
47,1,2,6,1,0,0,37,6,4,2,11354.0,0,11354.0,1.007,3073,49,1.227,0.0,0,1.3243243243243243,0.10810810810810811,0.0,0.16216216216216217,62.714285714285715,0.05405405405405406,train
57,0,2,2,1,4,0,41,3,3,3,2796.0,0,2796.0,0.729,2196,35,0.75,0.0,1,0.8536585365853658,0.07317073170731707,0.0,0.07317073170731707,62.74285714285714,0.07317073170731707,train
41,0,3,5,3,5,0,36,2,3,1,13733.0,0,13733.0,0.325,1591,30,0.875,0.0,1,0.8333333333333334,0.08333333333333333,0.0,0.05555555555555555,53.03333333333333,0.027777777777777776,train
41,1,3,5,1,0,0,36,1,2,3,34516.0,0,34516.0,0.377,5603,56,0.244,0.0,1,1.5555555555555556,0.05555555555555555,0.0,0.027777777777777776,100.05357142857143,0.08333333333333333,train
53,1,2,2,2,3,0,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0,0.9166666666666666,0.08333333333333333,0.28736722306525037,0.1388888888888889,39.06060606060606,0.05555555555555555,train
52,0,3,4,1,1,0,33,3,2,0,3900.0,0,3900.0,1.092,4337,81,0.8,0.0,0,2.4545454545454546,0.06060606060606061,0.0,0.09090909090909091,53.54320987654321,0.0,train
53,0,3,2,1,1,0,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894,0,0.7727272727272727,0.06818181818181818,0.8941578148710166,0.06818181818181818,39.205882352941174,0.09090909090909091,train
31,0,0,2,1,4,0,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0,0,4.3,0.05,0.0,0.25,51.127906976744185,0.05,train
54,1,3,1,1,0,0,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,0,1.2682926829268293,0.07317073170731707,0.07762134123749537,0.07317073170731707,36.01923076923077,0.0,train
46,0,4,3,3,4,0,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843,0,1.3513513513513513,0.02702702702702703,0.8432688511646269,0.08108108108108109,63.94,0.10810810810810811,train
57,1,2,2,1,0,3,39,4,2,3,34516.0,1444,33072.0,0.568,16392,116,0.657,0.042,0,2.9743589743589745,0.05128205128205128,0.041835670413721174,0.10256410256410256,141.31034482758622,0.07692307692307693,train
43,1,3,5,2,1,0,36,3,3,3,9267.0,0,9267.0,0.866,7991,90,1.093,0.0,1,2.5,0.08333333333333333,0.0,0.08333333333333333,88.78888888888889,0.08333333333333333,train
37,0,2,3,2,4,0,36,4,2,2,5723.0,1873,3850.0,0.851,2732,63,0.853,0.327,0,1.75,0.05555555555555555,0.3272759042460248,0.1111111111111111,43.36507936507937,0.05555555555555555,train
38,0,1,1,2,4,0,26,5,2,4,1934.0,985,949.0,0.72,4019,78,0.857,0.509,0,3.0,0.07692307692307693,0.5093071354705274,0.19230769230769232,51.52564102564103,0.15384615384615385,train
31,0,0,3,1,4,0,13,5,2,3,3201.0,984,2217.0,0.639,5155,77,0.925,0.307,0,5.923076923076923,0.15384615384615385,0.30740393626991563,0.38461538461538464,66.94805194805195,0.23076923076923078,train
41,0,3,6,2,1,0,36,3,2,4,5317.0,0,5317.0,0.699,2003,29,0.318,0.0,1,0.8055555555555556,0.05555555555555555,0.0,0.08333333333333333,69.06896551724138,0.1111111111111111,train
57,1,1,1,1,3,0,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0,0.5490196078431373,0.0392156862745098,0.1885427604713569,0.09803921568627451,49.892857142857146,0.0392156862745098,train
42,1,4,1,2,2,0,31,2,2,2,3322.0,0,3322.0,0.758,13784,108,0.588,0.0,0,3.4838709677419355,0.06451612903225806,0.0,0.06451612903225806,127.62962962962963,0.06451612903225806,train
36,1,4,2,2,3,0,24,6,1,2,16335.0,892,15443.0,0.673,2733,71,0.919,0.055,0,2.9583333333333335,0.041666666666666664,0.05460667278849097,0.25,38.49295774647887,0.08333333333333333,train
30,1,1,6,1,4,0,13,3,6,5,2607.0,1966,641.0,0.65,1719,45,0.607,0.754,0,3.4615384615384617,0.46153846153846156,0.7541235136171845,0.23076923076923078,38.2,0.38461538461538464,train
40,1,3,2,1,3,0,21,3,2,0,1804.0,1040,764.0,1.002,5308,78,0.773,0.576,0,3.7142857142857144,0.09523809523809523,0.5764966740576497,0.14285714285714285,68.05128205128206,0.0,train
58,0,0,4,1,4,0,39,5,3,3,6679.0,1207,5472.0,0.538,1649,29,0.381,0.181,0,0.7435897435897436,0.07692307692307693,0.1807156759994011,0.1282051282051282,56.86206896551724,0.07692307692307693,train
44,1,4,6,1,0,0,36,4,3,3,34516.0,0,34516.0,1.043,5425,60,0.875,0.0,1,1.6666666666666667,0.08333333333333333,0.0,0.1111111111111111,90.41666666666667,0.08333333333333333,train
52,1,2,3,2,0,0,38,6,3,3,34516.0,0,34516.0,0.639,2213,47,0.382,0.0,1,1.236842105263158,0.07894736842105263,0.0,0.15789473684210525,47.08510638297872,0.07894736842105263,train
35,0,2,2,1,1,0,27,5,2,3,1613.0,1085,528.0,0.659,5000,85,0.848,0.673,0,3.1481481481481484,0.07407407407407407,0.6726596404215747,0.18518518518518517,58.8235294117647,0.1111111111111111,train
38,0,2,5,2,5,0,28,2,3,3,5666.0,1393,4273.0,0.84,5015,90,0.915,0.246,0,3.2142857142857144,0.10714285714285714,0.24585245322979174,0.07142857142857142,55.72222222222222,0.10714285714285714,train
43,0,3,3,2,1,0,34,1,3,2,1654.0,1474,180.0,0.586,2086,47,0.621,0.891,1,1.3823529411764706,0.08823529411764706,0.8911729141475212,0.029411764705882353,44.38297872340426,0.058823529411764705,train
51,0,0,1,2,1,0,36,3,2,1,2637.0,1009,1628.0,0.574,4525,83,0.729,0.383,0,2.3055555555555554,0.05555555555555555,0.3826317785362154,0.08333333333333333,54.51807228915663,0.027777777777777776,train
48,0,4,2,1,4,0,36,4,3,2,2620.0,2081,539.0,0.99,4867,67,0.763,0.794,0,1.8611111111111112,0.08333333333333333,0.7942748091603054,0.1111111111111111,72.64179104477611,0.05555555555555555,train
51,0,2,1,2,5,0,45,6,3,1,2109.0,683,1426.0,0.593,4321,58,0.812,0.324,0,1.288888888888889,0.06666666666666667,0.3238501659554291,0.13333333333333333,74.5,0.022222222222222223,train
47,0,4,4,2,5,0,36,6,1,0,3054.0,1862,1192.0,0.589,3543,87,0.812,0.61,0,2.4166666666666665,0.027777777777777776,0.6096922069417158,0.16666666666666666,40.724137931034484,0.0,train
52,1,2,6,2,3,0,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064,0,0.7021276595744681,0.02127659574468085,0.06438631790744467,0.1276595744680851,43.42424242424242,0.06382978723404255,train
59,1,2,3,1,4,0,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.543,0.155,0,1.2857142857142858,0.07142857142857142,0.15480591497227356,0.07142857142857142,29.25925925925926,0.11904761904761904,train
59,0,1,4,1,1,0,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,0,1.2391304347826086,0.06521739130434782,0.6923868312757202,0.10869565217391304,34.3859649122807,0.06521739130434782,train
38,1,1,2,3,1,0,27,5,6,0,13100.0,1436,11664.0,0.519,3201,78,0.5,0.11,0,2.888888888888889,0.2222222222222222,0.10961832061068702,0.18518518518518517,41.03846153846154,0.0,train
41,1,2,2,2,2,0,30,3,1,2,2317.0,1232,1085.0,0.733,3057,71,0.919,0.532,0,2.3666666666666667,0.03333333333333333,0.5317220543806647,0.1,43.056338028169016,0.06666666666666667,train
57,0,2,3,1,4,0,52,6,3,2,1441.0,0,1441.0,1.364,2742,58,0.758,0.0,0,1.1153846153846154,0.057692307692307696,0.0,0.11538461538461539,47.275862068965516,0.038461538461538464,train
54,0,2,0,2,1,0,49,4,3,3,8769.0,1314,7455.0,0.477,3817,60,0.818,0.15,0,1.2244897959183674,0.061224489795918366,0.1498460485802258,0.08163265306122448,63.61666666666667,0.061224489795918366,train
45,0,3,6,1,1,0,31,5,5,3,2016.0,1303,713.0,0.599,3243,63,0.615,0.646,0,2.032258064516129,0.16129032258064516,0.6463293650793651,0.16129032258064516,51.476190476190474,0.0967741935483871,train
60,1,0,5,1,4,0,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.844,0,0.5192307692307693,0.019230769230769232,0.8435452793834297,0.09615384615384616,57.851851851851855,0.038461538461538464,train
37,0,1,2,1,4,0,36,3,3,3,3992.0,1289,2703.0,1.008,2181,32,0.6,0.323,0,0.8888888888888888,0.08333333333333333,0.32289579158316634,0.08333333333333333,68.15625,0.08333333333333333,train
57,1,2,4,2,3,3,43,2,3,3,34516.0,1847,32669.0,0.557,7842,61,0.794,0.054,1,1.4186046511627908,0.06976744186046512,0.05351141499594391,0.046511627906976744,128.55737704918033,0.06976744186046512,train
46,1,1,6,2,0,0,32,5,2,1,11840.0,1295,10545.0,0.84,1560,49,0.4,0.109,0,1.53125,0.0625,0.109375,0.15625,31.836734693877553,0.03125,train
37,0,4,0,1,4,0,36,6,3,1,1438.3,787,651.3,0.914,4587,58,0.568,0.547,0,1.6111111111111112,0.08333333333333333,0.5471737467843982,0.16666666666666666,79.08620689655173,0.027777777777777776,train
52,0,2,0,1,1,0,40,5,3,1,1438.3,0,1438.3,0.825,4700,92,0.704,0.0,0,2.3,0.075,0.0,0.125,51.08695652173913,0.025,train
41,1,2,3,1,2,0,36,6,2,2,4499.0,0,4499.0,0.765,4906,75,0.667,0.0,0,2.0833333333333335,0.05555555555555555,0.0,0.16666666666666666,65.41333333333333,0.05555555555555555,train
47,0,3,5,2,5,0,36,2,3,4,2952.0,0,2952.0,0.82,2907,60,0.875,0.0,1,1.6666666666666667,0.08333333333333333,0.0,0.05555555555555555,48.45,0.1111111111111111,train
37,0,1,2,2,4,0,36,3,3,3,2684.0,0,2684.0,0.66,4796,85,0.635,0.0,0,2.361111111111111,0.08333333333333333,0.0,0.08333333333333333,56.423529411764704,0.08333333333333333,train
50,0,2,2,1,4,0,38,1,1,1,2897.0,0,2897.0,0.7,4891,87,0.776,0.0,0,2.289473684210526,0.02631578947368421,0.0,0.02631578947368421,56.2183908045977,0.02631578947368421,train
47,1,3,5,0,3,0,34,5,1,3,1626.0,1013,613.0,0.826,5262,83,0.729,0.623,0,2.4411764705882355,0.029411764705882353,0.6230012300123001,0.14705882352941177,63.397590361445786,0.08823529411764706,train
47,0,4,1,2,4,0,36,3,2,2,2765.0,901,1864.0,0.898,4990,80,0.905,0.326,0,2.2222222222222223,0.05555555555555555,0.32585895117540686,0.08333333333333333,62.375,0.05555555555555555,train
56,0,1,2,1,4,0,38,4,3,3,2578.0,2462,116.0,1.707,1378,29,0.812,0.955,0,0.7631578947368421,0.07894736842105263,0.9550038789759504,0.10526315789473684,47.51724137931034,0.07894736842105263,train
49,1,4,0,0,1,0,43,3,2,3,1922.0,710,1212.0,0.951,2920,46,1.421,0.369,0,1.069767441860465,0.046511627906976744,0.36940686784599375,0.06976744186046512,63.47826086956522,0.06976744186046512,train
37,1,1,3,1,0,0,26,5,2,1,11726.0,1925,9801.0,0.855,4186,63,0.703,0.164,0,2.423076923076923,0.07692307692307693,0.16416510318949343,0.19230769230769232,66.44444444444444,0.038461538461538464,train
48,0,3,3,0,1,0,40,4,1,2,1919.0,774,1145.0,0.965,1505,33,0.737,0.403,0,0.825,0.025,0.4033350703491402,0.1,45.60606060606061,0.05,train
47,0,3,6,2,4,0,35,1,3,3,5398.0,0,5398.0,0.621,1887,36,0.333,0.0,1,1.0285714285714285,0.08571428571428572,0.0,0.02857142857142857,52.416666666666664,0.08571428571428572,train
38,0,2,3,1,1,0,27,2,1,2,3140.0,2517,623.0,0.801,13677,122,0.821,0.802,0,4.518518518518518,0.037037037037037035,0.8015923566878981,0.07407407407407407,112.10655737704919,0.07407407407407407,train
42,1,2,5,1,1,0,30,1,3,3,3032.0,0,3032.0,0.429,2273,44,0.517,0.0,1,1.4666666666666666,0.1,0.0,0.03333333333333333,51.65909090909091,0.1,train
38,0,2,3,1,1,0,31,4,2,4,1593.0,1091,502.0,0.87,4136,67,0.718,0.685,0,2.161290322580645,0.06451612903225806,0.6848713119899561,0.12903225806451613,61.73134328358209,0.12903225806451613,train
49,1,3,6,1,2,0,36,6,1,3,22651.0,1085,21566.0,0.81,3915,72,0.674,0.048,0,2.0,0.027777777777777776,0.04790075493355702,0.16666666666666666,54.375,0.08333333333333333,train
64,0,0,2,2,4,0,53,5,3,4,6663.0,765,5898.0,1.129,4583,78,0.857,0.115,0,1.471698113207547,0.05660377358490566,0.11481314723097703,0.09433962264150944,58.756410256410255,0.07547169811320754,train
49,1,2,3,1,2,0,39,6,3,2,7223.0,1963,5260.0,0.852,4127,70,0.842,0.272,0,1.794871794871795,0.07692307692307693,0.27177073238266647,0.15384615384615385,58.957142857142856,0.05128205128205128,train
41,0,3,2,1,4,0,27,6,1,2,2134.0,1085,1049.0,0.656,4224,75,1.027,0.508,0,2.7777777777777777,0.037037037037037035,0.5084348641049672,0.2222222222222222,56.32,0.07407407407407407,train
54,0,4,2,2,4,0,43,3,1,4,2191.0,1655,536.0,1.008,4961,71,0.821,0.755,0,1.6511627906976745,0.023255813953488372,0.7553628480146052,0.06976744186046512,69.87323943661971,0.09302325581395349,train
58,1,2,5,3,0,0,49,6,2,3,9788.0,1794,7994.0,0.778,1805,37,0.762,0.183,0,0.7551020408163265,0.04081632653061224,0.18328565590519003,0.12244897959183673,48.78378378378378,0.061224489795918366,train
56,0,0,0,1,4,0,38,1,1,2,2143.0,1194,949.0,0.49,4684,82,0.907,0.557,0,2.1578947368421053,0.02631578947368421,0.5571628558096127,0.02631578947368421,57.1219512195122,0.05263157894736842,train
36,1,2,2,1,2,0,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552,0,2.1785714285714284,0.07142857142857142,0.5519685039370079,0.21428571428571427,39.08196721311475,0.07142857142857142,train
54,1,3,0,2,1,0,42,1,2,1,5608.0,1775,3833.0,0.522,4325,77,0.75,0.317,0,1.8333333333333333,0.047619047619047616,0.31651212553495006,0.023809523809523808,56.16883116883117,0.023809523809523808,train
55,0,2,0,1,4,0,36,6,3,4,2967.0,2129,838.0,1.075,2177,59,0.788,0.718,0,1.6388888888888888,0.08333333333333333,0.7175598247387934,0.16666666666666666,36.898305084745765,0.1111111111111111,train
39,1,3,0,2,0,0,30,4,2,1,8842.0,0,8842.0,0.624,4493,79,0.756,0.0,0,2.6333333333333333,0.06666666666666667,0.0,0.13333333333333333,56.87341772151899,0.03333333333333333,train
39,1,3,6,2,2,0,23,1,2,3,7821.0,2517,5304.0,0.408,2010,43,0.344,0.322,1,1.8695652173913044,0.08695652173913043,0.3218258534714231,0.043478260869565216,46.74418604651163,0.13043478260869565,train
41,1,3,2,2,1,0,36,2,3,2,8919.0,1723,7196.0,0.848,13719,96,0.714,0.193,0,2.6666666666666665,0.08333333333333333,0.1931830922749187,0.05555555555555555,142.90625,0.05555555555555555,train
26,1,0,3,2,1,0,15,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0,1,1.4666666666666666,0.06666666666666667,0.0,0.2,44.63636363636363,0.2,train
50,1,2,3,2,2,0,40,6,2,2,5180.0,1211,3969.0,0.809,3447,74,0.85,0.234,0,1.85,0.05,0.23378378378378378,0.15,46.58108108108108,0.05,train
45,1,2,2,1,2,3,36,3,2,3,30428.0,1721,28707.0,0.717,4178,69,0.605,0.057,0,1.9166666666666667,0.05555555555555555,0.05655974760089391,0.08333333333333333,60.55072463768116,0.08333333333333333,train
39,1,3,5,2,3,0,36,4,2,1,12618.0,1585,11033.0,0.586,4768,82,0.864,0.126,0,2.2777777777777777,0.05555555555555555,0.12561420193374545,0.1111111111111111,58.146341463414636,0.027777777777777776,train
40,1,3,2,0,4,3,36,1,3,2,11409.0,1658,9751.0,0.989,4677,58,0.706,0.145,0,1.6111111111111112,0.08333333333333333,0.1453238671224472,0.027777777777777776,80.63793103448276,0.05555555555555555,train
45,0,3,3,2,5,0,35,3,2,6,3512.0,2517,995.0,0.597,1801,48,0.548,0.717,1,1.3714285714285714,0.05714285714285714,0.7166856492027335,0.08571428571428572,37.520833333333336,0.17142857142857143,train
49,0,5,2,0,1,0,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,1,0.975,0.1,0.0,0.15,59.12820512820513,0.05,train
38,1,2,3,1,1,0,32,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0.0,0,1.21875,0.0625,0.0,0.09375,51.256410256410255,0.0625,train
48,0,3,2,2,4,0,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0,1.4883720930232558,0.046511627906976744,0.7317375154766818,0.13953488372093023,31.84375,0.046511627906976744,train
52,0,3,6,2,1,0,45,5,3,1,6053.0,577,5476.0,0.85,5035,64,1.37,0.095,0,1.4222222222222223,0.06666666666666667,0.09532463241367917,0.1111111111111111,78.671875,0.022222222222222223,train
51,0,1,3,2,4,0,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.463,0,1.2790697674418605,0.06976744186046512,0.46268128758401134,0.09302325581395349,59.836363636363636,0.046511627906976744,train
45,1,3,2,3,3,0,28,5,3,1,31743.0,1332,30411.0,0.665,4293,73,0.622,0.042,0,2.607142857142857,0.10714285714285714,0.041962007371703997,0.17857142857142858,58.80821917808219,0.03571428571428571,train
44,1,2,3,1,3,0,38,6,3,3,9183.0,2191,6992.0,0.582,4503,69,0.643,0.239,0,1.8157894736842106,0.07894736842105263,0.2385930523793967,0.15789473684210525,65.26086956521739,0.07894736842105263,train
52,1,2,5,2,3,0,36,3,1,4,22103.0,1515,20588.0,0.506,1541,29,0.318,0.069,0,0.8055555555555556,0.027777777777777776,0.06854273175587024,0.08333333333333333,53.13793103448276,0.1111111111111111,train
